LSOA code,LSOA name,Value
E01001472,Enfield 010D,"364,000"
E01001473,Enfield 013C,"677,500"
E01001474,Enfield 010E,"472,500"
E01001475,Enfield 013D,"810,000"
E01001476,Enfield 018A,"337,500"
E01001477,Enfield 018B,"423,500"
E01001478,Enfield 016B,"450,000"
E01001479,Enfield 023A,"390,000"
E01001480,Enfield 024D,"442,500"
E01001481,Enfield 018C,"417,000"
E01001482,Enfield 023B,"284,975"
E01001483,Enfield 025A,
E01001484,Enfield 016C,"411,000"
E01001485,Enfield 025B,"350,000"
E01001486,Enfield 025C,"365,000"
E01001487,Enfield 023C,"376,250"
E01001488,Enfield 024E,"394,500"
E01001489,Enfield 023D,"379,000"
E01001491,Enfield 023E,"365,000"
E01001492,Enfield 025E,"370,000"
E01001493,Enfield 026B,"520,000"
E01001494,Enfield 026C,"580,000"
E01001495,Enfield 029A,"577,500"
E01001496,Enfield 026D,"565,000"
E01001497,Enfield 031E,"475,000"
E01001498,Enfield 029B,"422,917"
E01001499,Enfield 031F,"514,998"
E01001500,Enfield 035D,"662,600"
E01001501,Enfield 036E,"500,000"
E01001502,Enfield 018D,"370,000"
E01001503,Enfield 018E,"390,000"
E01001504,Enfield 012B,"425,000"
E01001505,Enfield 012C,"390,000"
E01001506,Enfield 014B,"352,000"
E01001507,Enfield 012D,"412,500"
E01001508,Enfield 012E,"365,000"
E01001509,Enfield 014C,"262,500"
E01001510,Enfield 014D,
E01001511,Enfield 016D,"457,500"
E01001512,Enfield 015D,"468,637"
E01001513,Enfield 012F,"388,750"
E01001514,Enfield 016E,"433,000"
E01001515,Enfield 015E,"325,000"
E01001516,Enfield 005D,"423,750"
E01001517,Enfield 006C,"370,000"
E01001518,Enfield 016F,"455,000"
E01001519,Enfield 020D,"405,000"
E01001520,Enfield 019A,"800,000"
E01001521,Enfield 028A,"845,000"
E01001522,Enfield 019B,"395,000"
E01001523,Enfield 019C,"467,500"
E01001524,Enfield 019D,"681,000"
E01001525,Enfield 020E,"604,500"
E01001526,Enfield 019E,"765,000"
E01001527,Enfield 036F,"635,250"
E01001528,Enfield 032B,"346,750"
E01001529,Enfield 032C,"348,750"
E01001530,Enfield 032D,"640,000"
E01001531,Enfield 028B,"955,000"
E01001532,Enfield 028C,"619,000"
E01001533,Enfield 028D,"814,750"
E01001534,Enfield 032E,"738,750"
E01001535,Enfield 028E,"807,750"
E01001536,Enfield 008B,"560,000"
E01001537,Enfield 005E,"375,000"
E01001538,Enfield 009A,"540,000"
E01001539,Enfield 009B,"485,000"
E01001540,Enfield 008C,"367,250"
E01001541,Enfield 008D,"445,000"
E01001542,Enfield 008E,"335,000"
E01001543,Enfield 009C,"575,000"
E01001544,Enfield 009D,"553,000"
E01001545,Enfield 002B,
E01001546,Enfield 001C,"399,500"
E01001547,Enfield 002C,"455,000"
E01001548,Enfield 002D,"391,498"
E01001549,Enfield 006D,
E01001550,Enfield 006E,"390,000"
E01001551,Enfield 002E,
E01001552,Enfield 001D,"460,000"
E01001553,Enfield 037B,"403,000"
E01001554,Enfield 037C,
E01001555,Enfield 033C,"418,500"
E01001556,Enfield 035E,"525,000"
E01001557,Enfield 033D,"385,000"
E01001558,Enfield 033E,
E01001559,Enfield 033F,"364,000"
E01001560,Enfield 035F,"484,975"
E01001562,Enfield 037D,"188,000"
E01032574,Enfield 037E,"390,000"
E01033146,Enfield 025F,"240,000"
E01033148,Enfield 003F,"400,000"
E01033150,Enfield 003G,"270,000"
E01033151,Enfield 025G,
E01001563,Enfield 029C,"467,500"
E01001564,Enfield 022B,"833,750"
E01001565,Enfield 029D,"550,575"
E01001566,Enfield 029E,"665,000"
E01001567,Enfield 022C,"962,500"
E01001568,Enfield 022D,"873,750"
E01001569,Enfield 022E,"510,000"
E01001570,Enfield 026E,"600,000"
E01001571,Greenwich 008A,"385,000"
E01001572,Greenwich 008B,"405,000"
E01001573,Greenwich 008C,"409,000"
E01001574,Greenwich 008D,"360,000"
E01001575,Greenwich 003A,"360,000"
E01001576,Greenwich 003B,"350,000"
E01001577,Greenwich 003C,"310,000"
E01001578,Greenwich 003D,"395,000"
E01001579,Greenwich 003E,"350,000"
E01001580,Greenwich 021A,"505,000"
E01001581,Greenwich 016A,"481,305"
E01001582,Greenwich 021B,"525,000"
E01001583,Greenwich 021C,"420,000"
E01001584,Greenwich 021D,"763,750"
E01001585,Greenwich 016B,"550,000"
E01001586,Greenwich 016C,"402,250"
E01001587,Greenwich 016D,"550,000"
E01001588,Greenwich 012A,"440,000"
E01001589,Greenwich 012B,"452,750"
E01001590,Greenwich 014A,"560,000"
E01001591,Greenwich 012C,"422,500"
E01001592,Greenwich 014B,"635,000"
E01001593,Greenwich 014C,"605,000"
E01001594,Greenwich 014D,"309,000"
E01001595,Greenwich 012D,"530,000"
E01001596,Greenwich 032A,"575,000"
E01001597,Greenwich 031A,"540,000"
E01001598,Greenwich 031B,"520,000"
E01001599,Greenwich 032B,"567,000"
E01001600,Greenwich 032C,"456,750"
E01001601,Greenwich 032D,"540,000"
E01001602,Greenwich 031C,"408,000"
E01001603,Greenwich 031D,"390,000"
E01001604,Greenwich 027A,"647,500"
E01001605,Greenwich 023A,"527,500"
E01001606,Greenwich 023B,"510,000"
E01001607,Greenwich 027B,"614,000"
E01001608,Greenwich 027C,"860,000"
E01001609,Greenwich 027D,"480,000"
E01001610,Greenwich 023C,"464,000"
E01001611,Greenwich 023D,"460,000"
E01001613,Greenwich 028A,"376,250"
E01001614,Greenwich 028B,"725,000"
E01001615,Greenwich 028C,"320,000"
E01001617,Greenwich 028D,"402,500"
E01001618,Greenwich 030C,"457,000"
E01001619,Greenwich 030D,"440,000"
E01001620,Greenwich 025A,"431,000"
E01001621,Greenwich 025B,"442,500"
E01001623,Greenwich 025C,"402,750"
E01001624,Greenwich 025D,"424,000"
E01001625,Greenwich 025E,
E01001629,Greenwich 009A,"337,500"
E01001631,Greenwich 007B,"228,000"
E01001632,Greenwich 007C,"372,500"
E01001633,Greenwich 009B,"382,500"
E01001634,Greenwich 009C,"262,500"
E01001635,Greenwich 007D,"412,500"
E01001636,Greenwich 007E,"429,250"
E01001637,Greenwich 009D,"400,000"
E01001638,Greenwich 038A,"391,250"
E01001640,Greenwich 035A,"475,000"
E01001641,Greenwich 038B,"645,000"
E01001642,Greenwich 038C,"1,115,000"
E01001644,Greenwich 038D,"452,500"
E01001645,Greenwich 022A,"390,000"
E01001646,Greenwich 019A,"312,000"
E01001647,Greenwich 022B,"580,000"
E01001648,Greenwich 022C,"415,000"
E01001649,Greenwich 022D,"433,000"
E01001650,Greenwich 019B,"471,500"
E01001651,Greenwich 019C,"360,000"
E01001652,Greenwich 019D,"527,500"
E01001653,Greenwich 029A,"302,500"
E01001654,Greenwich 029B,"293,000"
E01001655,Greenwich 029C,"346,000"
E01001656,Greenwich 034A,"550,000"
E01001657,Greenwich 034B,"660,000"
E01001658,Greenwich 034C,"370,000"
E01001659,Greenwich 034D,"658,750"
E01001660,Greenwich 029D,"400,500"
E01001661,Greenwich 029E,"430,000"
E01001662,Greenwich 037A,"580,000"
E01001664,Greenwich 037B,"625,000"
E01001665,Greenwich 037C,"782,500"
E01001666,Greenwich 036A,"463,000"
E01001667,Greenwich 036B,"630,000"
E01001668,Greenwich 036C,"600,000"
E01001669,Greenwich 033A,"380,000"
E01001671,Greenwich 033B,"385,000"
E01001672,Greenwich 006A,"365,000"
E01001673,Greenwich 006B,"377,500"
E01001674,Greenwich 006C,"397,500"
E01001675,Greenwich 006D,"380,000"
E01001676,Greenwich 033C,
E01001677,Greenwich 006E,"362,495"
E01001678,Greenwich 017A,"405,000"
E01001679,Greenwich 020A,"433,900"
E01001680,Greenwich 020B,"580,000"
E01001681,Greenwich 020C,"490,000"
E01001682,Greenwich 020D,"447,500"
E01001683,Greenwich 017B,"560,000"
E01001684,Greenwich 017C,"425,000"
E01001685,Greenwich 017D,"383,500"
E01001686,Greenwich 020E,"350,000"
E01001687,Greenwich 002A,
E01001688,Greenwich 002B,"248,000"
E01001690,Greenwich 001A,"263,500"
E01001692,Greenwich 001B,"253,000"
E01001693,Greenwich 001C,
E01001694,Greenwich 001D,"295,000"
E01001695,Greenwich 011A,"240,000"
E01001696,Greenwich 011B,"382,250"
E01001697,Greenwich 011C,"372,000"
E01001698,Greenwich 015A,"486,000"
E01001699,Greenwich 015B,"375,000"
E01001700,Greenwich 011D,"310,000"
E01001701,Greenwich 015C,"337,000"
E01001702,Greenwich 015D,"380,000"
E01001703,Greenwich 011E,
E01001704,Greenwich 011F,"384,500"
E01001705,Greenwich 005A,
E01001706,Greenwich 005B,
E01001708,Greenwich 005C,"599,995"
E01001709,Greenwich 004B,
E01001710,Greenwich 005D,"270,000"
E01001711,Greenwich 004C,"259,125"
E01001712,Greenwich 004D,"212,500"
E01001713,Greenwich 005E,
E01032567,Greenwich 033D,"412,500"
E01033726,Greenwich 034E,"435,000"
E01033727,Greenwich 035B,"445,000"
E01033728,Greenwich 035C,"420,000"
E01033729,Greenwich 030E,"295,000"
E01033730,Greenwich 035D,"380,000"
E01033731,Greenwich 004E,"395,000"
E01033732,Greenwich 036D,
E01033733,Greenwich 036E,"399,000"
E01033734,Greenwich 004F,"407,500"
E01033735,Greenwich 004G,
E01033736,Greenwich 004H,"463,750"
E01033737,Greenwich 004I,"480,000"
E01033738,Greenwich 037D,"610,000"
E01033739,Greenwich 002E,"280,000"
E01033740,Greenwich 002F,"332,500"
E01033741,Greenwich 002G,"360,000"
E01033742,Greenwich 007F,"265,000"
E01033743,Greenwich 002H,"307,500"
E01033744,Greenwich 007G,"332,000"
E01033745,Greenwich 002I,"346,000"
E01033746,Greenwich 038E,"960,000"
E01001714,Hackney 002A,"546,800"
E01001715,Hackney 007A,"590,500"
E01001716,Hackney 007B,"547,750"
E01001717,Hackney 007C,"457,500"
E01001718,Hackney 007D,"620,000"
E01001719,Hackney 007E,"483,000"
E01001720,Hackney 007F,"625,000"
E01001722,Hackney 029A,"402,500"
E01001723,Hackney 006A,"563,875"
E01001724,Hackney 006B,"420,000"
E01001725,Hackney 004A,
E01001726,Hackney 004B,
E01001727,Hackney 006C,"750,000"
E01001728,Hackney 029B,"458,000"
E01001729,Hackney 019A,"308,000"
E01001730,Hackney 019B,"345,000"
E01001731,Hackney 017A,"565,000"
E01001732,Hackney 019C,"415,000"
E01001733,Hackney 015A,"975,000"
E01001734,Hackney 017B,"497,500"
E01001735,Hackney 019D,"565,000"
E01001736,Hackney 012A,"700,000"
E01001737,Hackney 012B,"650,000"
E01001738,Hackney 012C,"551,050"
E01001739,Hackney 012D,"660,000"
E01001740,Hackney 014A,"496,250"
E01001741,Hackney 009A,"937,500"
E01001742,Hackney 008A,"612,500"
E01001744,Hackney 021B,"700,000"
E01001745,Hackney 016A,"552,500"
E01001746,Hackney 016B,"423,000"
E01001747,Hackney 014B,"540,000"
E01001748,Hackney 020A,"600,750"
E01001749,Hackney 020B,"644,000"
E01001750,Hackney 021C,"730,000"
E01001751,Hackney 021D,"1,520,500"
E01001752,Hackney 025A,"600,000"
E01001753,Hackney 025B,
E01001754,Hackney 025C,"437,500"
E01001755,Hackney 025D,
E01001756,Hackney 021E,"585,000"
E01001757,Hackney 016C,"352,500"
E01001758,Hackney 016D,"440,000"
E01001759,Hackney 016E,"600,280"
E01001760,Hackney 017C,"484,000"
E01001761,Hackney 016F,"615,000"
E01001762,Hackney 017D,"495,000"
E01001763,Hackney 020C,"584,000"
E01001764,Hackney 010A,"442,500"
E01001765,Hackney 010B,"372,500"
E01001767,Hackney 010D,"772,790"
E01001768,Hackney 006D,"580,000"
E01001769,Hackney 006E,"775,000"
E01001770,Hackney 010E,"532,500"
E01001772,Hackney 024A,"365,000"
E01001773,Hackney 025E,"414,250"
E01001774,Hackney 024B,"612,500"
E01001775,Hackney 024C,"405,000"
E01001776,Hackney 025F,"375,000"
E01001777,Hackney 027B,"460,000"
E01001779,Hackney 026A,"471,000"
E01001780,Hackney 027D,"457,500"
E01001781,Hackney 026B,
E01001782,Hackney 026C,"550,000"
E01001783,Hackney 026D,"438,000"
E01001784,Hackney 027E,"442,000"
E01001785,Hackney 015B,"887,500"
E01001786,Hackney 013A,
E01001787,Hackney 013B,
E01001788,Hackney 013C,"420,000"
E01001789,Hackney 015C,"743,500"
E01001790,Hackney 013D,"322,500"
E01001791,Hackney 015D,"575,000"
E01001792,Hackney 011A,"782,500"
E01001793,Hackney 011B,"567,000"
E01001794,Hackney 011C,"960,000"
E01001795,Hackney 011D,"675,000"
E01001796,Hackney 011E,"760,300"
E01001798,Hackney 028A,"580,000"
E01001799,Hackney 003A,"498,000"
E01001800,Hackney 004C,
E01001801,Hackney 008B,"865,000"
E01001802,Hackney 003B,"422,600"
E01001803,Hackney 008C,"510,000"
E01001804,Hackney 003C,"1,120,000"
E01001805,Hackney 009B,"610,000"
E01001806,Hackney 008D,"661,250"
E01001807,Hackney 003D,"514,000"
E01001808,Hackney 001A,
E01001809,Hackney 001B,"975,000"
E01001811,Hackney 002D,"453,000"
E01001812,Hackney 003E,
E01001813,Hackney 002E,
E01001814,Hackney 001C,
E01001815,Hackney 024D,"1,100,000"
E01001816,Hackney 020D,"931,250"
E01001819,Hackney 020E,"1,283,000"
E01001820,Hackney 024E,"480,000"
E01001821,Hackney 024F,"442,000"
E01001822,Hackney 029C,"720,000"
E01001823,Hackney 001D,"622,500"
E01001824,Hackney 004D,"550,000"
E01001825,Hackney 001E,
E01001826,Hackney 004E,"597,500"
E01001827,Hackney 029D,
E01001828,Hackney 028B,"345,000"
E01001829,Hackney 009C,"1,205,000"
E01001830,Hackney 014C,"700,000"
E01001831,Hackney 009D,"796,000"
E01001832,Hackney 009E,"580,000"
E01001833,Hackney 014D,"718,200"
E01001834,Hackney 014E,"701,251"
E01001835,Hackney 014F,"688,000"
E01001836,Hackney 022A,"815,000"
E01001837,Hackney 023B,"420,000"
E01001838,Hackney 019E,"595,000"
E01001839,Hackney 023C,"595,000"
E01001840,Hackney 022B,"412,500"
E01001841,Hackney 022C,"775,000"
E01001842,Hackney 023D,"734,000"
E01001843,Hackney 023E,"780,000"
E01001844,Hackney 022D,"974,645"
E01001845,Hackney 022E,"575,000"
E01001846,Hackney 018A,"435,000"
E01001847,Hackney 018B,"442,000"
E01001848,Hackney 018C,"555,000"
E01001849,Hackney 018D,"480,000"
E01001850,Hackney 019F,"430,000"
E01033698,Hackney 021F,"415,538"
E01033699,Hackney 021G,"711,250"
E01033700,Hackney 021H,"573,750"
E01033701,Hackney 002F,"564,000"
E01033702,Hackney 028C,"392,000"
E01033703,Hackney 010F,"565,000"
E01033704,Hackney 023F,"597,500"
E01033705,Hackney 028D,"420,000"
E01033706,Hackney 027F,"797,500"
E01033707,Hackney 021I,"720,000"
E01033708,Hackney 027G,"968,630"
E01033709,Hackney 027H,"957,500"
E01033710,Hackney 028E,
E01033711,Hackney 027I,"865,000"
E01033712,Hackney 023G,"625,000"
E01033713,Hackney 010G,"490,000"
E01001851,Hammersmith and Fulham 010A,"1,420,000"
E01001852,Hammersmith and Fulham 007A,"535,000"
E01001853,Hammersmith and Fulham 007B,"720,000"
E01001854,Hammersmith and Fulham 007C,"720,000"
E01001855,Hammersmith and Fulham 010B,"635,000"
E01001856,Hammersmith and Fulham 010C,"1,900,000"
E01001857,Hammersmith and Fulham 007D,"417,500"
E01001858,Hammersmith and Fulham 006A,"680,000"
E01001859,Hammersmith and Fulham 008A,"454,000"
E01001860,Hammersmith and Fulham 006B,"437,500"
E01001861,Hammersmith and Fulham 006C,"827,000"
E01001862,Hammersmith and Fulham 005A,"405,000"
E01001863,Hammersmith and Fulham 006D,"960,000"
E01001864,Hammersmith and Fulham 006E,"927,500"
E01001865,Hammersmith and Fulham 008B,"813,750"
E01001866,Hammersmith and Fulham 012A,"635,000"
E01001867,Hammersmith and Fulham 012B,"477,500"
E01001868,Hammersmith and Fulham 012C,"397,000"
E01001869,Hammersmith and Fulham 010D,"1,500,000"
E01001870,Hammersmith and Fulham 012D,"525,000"
E01001871,Hammersmith and Fulham 012E,"682,500"
E01001872,Hammersmith and Fulham 012F,"580,000"
E01001873,Hammersmith and Fulham 010E,"665,000"
E01001874,Hammersmith and Fulham 001A,"823,600"
E01001875,Hammersmith and Fulham 001B,"495,000"
E01001876,Hammersmith and Fulham 001C,"562,500"
E01001877,Hammersmith and Fulham 001D,"657,500"
E01001878,Hammersmith and Fulham 001E,"600,000"
E01001879,Hammersmith and Fulham 019A,"902,500"
E01001880,Hammersmith and Fulham 017A,"595,000"
E01001881,Hammersmith and Fulham 017B,"916,250"
E01001882,Hammersmith and Fulham 017C,"845,746"
E01001883,Hammersmith and Fulham 017D,"805,500"
E01001884,Hammersmith and Fulham 017E,"618,000"
E01001885,Hammersmith and Fulham 015A,
E01001886,Hammersmith and Fulham 016A,"700,000"
E01001887,Hammersmith and Fulham 016B,"750,000"
E01001888,Hammersmith and Fulham 018A,"1,222,500"
E01001889,Hammersmith and Fulham 014A,"1,025,000"
E01001890,Hammersmith and Fulham 016C,"831,000"
E01001891,Hammersmith and Fulham 018B,"775,000"
E01001892,Hammersmith and Fulham 016D,"600,000"
E01001893,Hammersmith and Fulham 013A,"1,005,000"
E01001894,Hammersmith and Fulham 013B,"470,000"
E01001895,Hammersmith and Fulham 009A,"1,150,000"
E01001896,Hammersmith and Fulham 009B,"668,500"
E01001897,Hammersmith and Fulham 009C,"1,417,500"
E01001898,Hammersmith and Fulham 013C,"858,020"
E01001899,Hammersmith and Fulham 013D,"812,000"
E01001900,Hammersmith and Fulham 013E,"820,000"
E01001901,Hammersmith and Fulham 019B,"1,270,000"
E01001902,Hammersmith and Fulham 019C,"845,000"
E01001903,Hammersmith and Fulham 019D,"800,000"
E01001904,Hammersmith and Fulham 022A,"783,750"
E01001905,Hammersmith and Fulham 022B,"825,000"
E01001906,Hammersmith and Fulham 022C,"1,135,000"
E01001907,Hammersmith and Fulham 022D,"1,712,500"
E01001908,Hammersmith and Fulham 015B,"590,000"
E01001909,Hammersmith and Fulham 015C,"755,000"
E01001910,Hammersmith and Fulham 014B,"535,000"
E01001911,Hammersmith and Fulham 015D,"385,000"
E01001912,Hammersmith and Fulham 015E,
E01001913,Hammersmith and Fulham 014C,"790,000"
E01001914,Hammersmith and Fulham 014D,"545,000"
E01001915,Hammersmith and Fulham 024A,"1,700,000"
E01001916,Hammersmith and Fulham 024B,"1,325,000"
E01001917,Hammersmith and Fulham 018C,"832,500"
E01001918,Hammersmith and Fulham 018D,"850,000"
E01001919,Hammersmith and Fulham 018E,"1,382,500"
E01001920,Hammersmith and Fulham 020A,"507,500"
E01001921,Hammersmith and Fulham 020B,"1,975,000"
E01001922,Hammersmith and Fulham 020C,"2,422,500"
E01001923,Hammersmith and Fulham 020D,"1,477,500"
E01001924,Hammersmith and Fulham 020E,"1,611,000"
E01001925,Hammersmith and Fulham 025A,"1,750,000"
E01001926,Hammersmith and Fulham 024C,"1,510,000"
E01001927,Hammersmith and Fulham 008C,"1,825,000"
E01001928,Hammersmith and Fulham 011A,"760,000"
E01001929,Hammersmith and Fulham 009D,"1,172,500"
E01001930,Hammersmith and Fulham 008D,"545,500"
E01001931,Hammersmith and Fulham 011B,"410,000"
E01001932,Hammersmith and Fulham 011C,"677,500"
E01001933,Hammersmith and Fulham 011D,"765,000"
E01001934,Hammersmith and Fulham 025B,"450,000"
E01001935,Hammersmith and Fulham 023A,"1,042,500"
E01001937,Hammersmith and Fulham 025C,"1,425,000"
E01001938,Hammersmith and Fulham 025D,"837,500"
E01001939,Hammersmith and Fulham 023C,"855,000"
E01001940,Hammersmith and Fulham 005B,"442,850"
E01001941,Hammersmith and Fulham 005C,"500,000"
E01001942,Hammersmith and Fulham 005D,"677,000"
E01001943,Hammersmith and Fulham 004A,"865,000"
E01001944,Hammersmith and Fulham 004B,
E01001945,Hammersmith and Fulham 004C,"803,500"
E01001946,Hammersmith and Fulham 004D,"925,000"
E01001947,Hammersmith and Fulham 021A,"497,000"
E01001948,Hammersmith and Fulham 021B,"1,150,000"
E01001949,Hammersmith and Fulham 021C,"1,027,500"
E01001950,Hammersmith and Fulham 021D,"1,575,000"
E01001951,Hammersmith and Fulham 021E,"907,500"
E01001952,Hammersmith and Fulham 024D,"625,000"
E01001953,Hammersmith and Fulham 021F,"738,750"
E01001954,Hammersmith and Fulham 003A,"800,000"
E01001955,Hammersmith and Fulham 002A,"392,000"
E01001956,Hammersmith and Fulham 003B,"641,500"
E01001957,Hammersmith and Fulham 002B,
E01001958,Hammersmith and Fulham 002C,"332,500"
E01001959,Hammersmith and Fulham 003C,"630,000"
E01001960,Hammersmith and Fulham 003D,"712,500"
E01001961,Hammersmith and Fulham 002D,
E01032788,Hammersmith and Fulham 023D,"735,000"
E01032789,Hammersmith and Fulham 023E,"470,000"
E01032790,Hammersmith and Fulham 023F,"855,000"
E01001962,Haringey 004A,"884,300"
E01001963,Haringey 009A,"1,095,000"
E01001964,Haringey 009B,"565,000"
E01001965,Haringey 009C,"950,000"
E01001966,Haringey 009D,"1,470,000"
E01001967,Haringey 014A,"900,000"
E01001968,Haringey 014B,"603,500"
E01001969,Haringey 001A,"509,000"
E01001970,Haringey 004B,"415,000"
E01001971,Haringey 001B,"450,000"
E01001972,Haringey 004C,"725,000"
E01001973,Haringey 004D,"627,500"
E01001974,Haringey 001C,"552,010"
E01001975,Haringey 001D,"437,000"
E01001976,Haringey 011A,"375,000"
E01001977,Haringey 011B,"375,000"
E01001978,Haringey 011C,
E01001979,Haringey 011D,"495,000"
E01001980,Haringey 018A,"445,000"
E01001981,Haringey 018B,"645,000"
E01001982,Haringey 018C,"577,500"
E01001983,Haringey 018D,"570,000"
E01001984,Haringey 033A,"510,795"
E01001985,Haringey 033B,"630,000"
E01001986,Haringey 034A,"892,500"
E01001987,Haringey 033C,"1,185,000"
E01001988,Haringey 034B,"560,000"
E01001989,Haringey 033D,"765,000"
E01001990,Haringey 034C,"537,500"
E01001991,Haringey 017A,"647,500"
E01001992,Haringey 017B,"550,000"
E01001993,Haringey 017C,"1,520,000"
E01001994,Haringey 030A,"506,000"
E01001995,Haringey 017D,"600,000"
E01001996,Haringey 014C,"690,000"
E01001997,Haringey 014D,"437,500"
E01001998,Haringey 023A,"511,700"
E01001999,Haringey 023B,"860,000"
E01002000,Haringey 031A,"627,500"
E01002001,Haringey 031B,"604,910"
E01002002,Haringey 031C,"522,000"
E01002003,Haringey 023C,"357,500"
E01002004,Haringey 023D,"831,250"
E01002005,Haringey 035A,"588,532"
E01002006,Haringey 035B,"560,000"
E01002007,Haringey 035C,"997,500"
E01002008,Haringey 030B,"1,615,000"
E01002009,Haringey 035D,"1,850,000"
E01002010,Haringey 030C,"875,000"
E01002011,Haringey 030D,"708,500"
E01002013,Haringey 022A,"743,000"
E01002014,Haringey 020B,"460,000"
E01002015,Haringey 020C,"1,040,000"
E01002016,Haringey 028A,"550,000"
E01002017,Haringey 028B,"690,000"
E01002018,Haringey 020D,"546,250"
E01002019,Haringey 022B,"1,440,000"
E01002020,Haringey 021A,"618,550"
E01002021,Haringey 022C,"1,287,500"
E01002022,Haringey 021B,"542,500"
E01002023,Haringey 021C,"1,115,000"
E01002024,Haringey 022D,"1,155,000"
E01002025,Haringey 021D,"936,250"
E01002026,Haringey 016A,
E01002027,Haringey 010A,"562,000"
E01002028,Haringey 010B,"528,750"
E01002029,Haringey 016B,"375,000"
E01002030,Haringey 016C,"547,400"
E01002031,Haringey 016D,"632,500"
E01002032,Haringey 010C,"450,000"
E01002033,Haringey 010D,"445,500"
E01002034,Haringey 037A,"330,000"
E01002036,Haringey 002A,"410,000"
E01002037,Haringey 002B,
E01002038,Haringey 037B,"260,000"
E01002039,Haringey 002C,
E01002040,Haringey 002D,"476,000"
E01002041,Haringey 037C,"505,250"
E01002042,Haringey 027A,"622,500"
E01002043,Haringey 026A,"590,000"
E01002044,Haringey 027B,"612,500"
E01002045,Haringey 026B,"410,500"
E01002046,Haringey 026C,
E01002047,Haringey 027C,"440,000"
E01002048,Haringey 027D,"590,000"
E01002049,Haringey 026D,"561,000"
E01002050,Haringey 029A,
E01002051,Haringey 029B,
E01002052,Haringey 029C,"800,000"
E01002053,Haringey 032A,
E01002054,Haringey 032B,"426,000"
E01002055,Haringey 029D,
E01002056,Haringey 032C,"470,613"
E01002057,Haringey 032D,"720,000"
E01002058,Haringey 031D,"481,000"
E01002059,Haringey 028C,"580,000"
E01002060,Haringey 028D,"1,050,000"
E01002061,Haringey 036A,"525,000"
E01002062,Haringey 034D,"475,000"
E01002063,Haringey 036B,"574,000"
E01002064,Haringey 036C,"667,750"
E01002065,Haringey 036D,"540,000"
E01002066,Haringey 025A,"294,375"
E01002067,Haringey 024A,"560,000"
E01002068,Haringey 025B,"510,000"
E01002069,Haringey 024B,"465,000"
E01002070,Haringey 024C,"505,000"
E01002071,Haringey 025C,
E01002072,Haringey 025D,"575,000"
E01002073,Haringey 024D,"435,000"
E01002074,Haringey 012A,"421,000"
E01002075,Haringey 015A,"415,000"
E01002076,Haringey 015B,"476,250"
E01002077,Haringey 012B,
E01002078,Haringey 015C,"325,500"
E01002079,Haringey 012C,"506,250"
E01002080,Haringey 015D,"510,500"
E01002081,Haringey 012D,
E01002082,Haringey 013A,
E01002083,Haringey 019A,"534,750"
E01002084,Haringey 019B,"535,000"
E01002085,Haringey 019C,"550,000"
E01002086,Haringey 013B,"620,000"
E01002087,Haringey 019D,"431,500"
E01002088,Haringey 013C,"600,000"
E01002089,Haringey 013D,
E01002090,Haringey 005A,
E01002091,Haringey 006A,"475,000"
E01002092,Haringey 006B,"295,000"
E01002093,Haringey 005B,
E01002094,Haringey 006C,"445,000"
E01002095,Haringey 006D,"445,000"
E01002096,Haringey 005C,"470,000"
E01002097,Haringey 005D,"452,500"
E01002098,Haringey 007A,"532,500"
E01002099,Haringey 008A,
E01002100,Haringey 008B,"530,000"
E01002101,Haringey 007B,"425,000"
E01002102,Haringey 007C,"400,000"
E01002103,Haringey 008C,"552,500"
E01002104,Haringey 008D,
E01002105,Haringey 007D,"420,000"
E01032575,Haringey 037D,
E01033085,Haringey 020E,"360,000"
E01033086,Haringey 020F,"392,500"
E01002106,Harrow 008A,"651,250"
E01002107,Harrow 012A,"630,000"
E01002108,Harrow 008B,"655,000"
E01002109,Harrow 008C,"686,000"
E01002110,Harrow 008D,"705,000"
E01002111,Harrow 008E,"632,500"
E01002112,Harrow 001A,"600,000"
E01002113,Harrow 002A,"946,500"
E01002114,Harrow 001B,"401,000"
E01002115,Harrow 002B,"745,000"
E01002116,Harrow 002C,"490,000"
E01002117,Harrow 002D,"491,250"
E01002118,Harrow 002E,"406,000"
E01002119,Harrow 007A,"365,000"
E01002120,Harrow 007B,"521,500"
E01002121,Harrow 007C,"547,500"
E01002122,Harrow 007D,"526,500"
E01002123,Harrow 007E,
E01002124,Harrow 010A,
E01002125,Harrow 010B,"555,000"
E01002126,Harrow 023A,"384,500"
E01002127,Harrow 023B,"582,500"
E01002128,Harrow 020A,"407,500"
E01002129,Harrow 023C,"450,000"
E01002130,Harrow 020B,"355,000"
E01002131,Harrow 023D,"327,000"
E01002132,Harrow 029A,"415,000"
E01002133,Harrow 027A,
E01002134,Harrow 029B,"610,000"
E01002135,Harrow 029C,"397,500"
E01002136,Harrow 027B,"620,000"
E01002137,Harrow 029D,"661,250"
E01002138,Harrow 027C,"487,000"
E01002139,Harrow 006A,"449,000"
E01002140,Harrow 005A,"500,000"
E01002141,Harrow 005B,"576,190"
E01002142,Harrow 005C,"716,250"
E01002143,Harrow 005D,"489,000"
E01002144,Harrow 004A,"640,000"
E01002145,Harrow 005E,"565,000"
E01002146,Harrow 004B,"705,000"
E01002147,Harrow 004C,"887,500"
