LSOA code,LSOA name,Value
E01003540,Newham 029C,
E01003541,Newham 029D,"380,000"
E01003542,Newham 024D,"350,000"
E01003543,Newham 001A,"591,000"
E01003544,Newham 001B,"475,000"
E01003545,Newham 006A,"576,000"
E01003546,Newham 001C,"449,000"
E01003547,Newham 007A,"667,500"
E01003548,Newham 006B,"515,000"
E01003549,Newham 006C,"332,500"
E01003550,Newham 001D,"617,500"
E01003551,Newham 009A,"457,500"
E01003552,Newham 016A,"300,000"
E01003553,Newham 009B,"320,000"
E01003554,Newham 009C,"465,000"
E01003555,Newham 007B,"925,000"
E01003556,Newham 008A,"488,750"
E01003557,Newham 006D,"382,750"
E01003558,Newham 008B,"372,500"
E01003559,Newham 009D,"423,000"
E01003560,Newham 011B,"465,000"
E01003561,Newham 007C,
E01003562,Newham 014A,"490,000"
E01003563,Newham 011C,
E01003564,Newham 014B,"354,000"
E01003565,Newham 014C,
E01003566,Newham 014D,
E01003567,Newham 007D,"474,250"
E01003568,Newham 017A,"545,000"
E01003569,Newham 017B,
E01003570,Newham 008C,"445,000"
E01003571,Newham 008D,"400,000"
E01003572,Newham 008E,
E01003573,Newham 017C,"421,000"
E01003574,Newham 017D,"485,000"
E01003575,Newham 005B,"417,500"
E01003576,Newham 002A,"335,000"
E01003577,Newham 005C,
E01003578,Newham 003A,"375,000"
E01003579,Newham 004A,"450,000"
E01003580,Newham 005D,"365,000"
E01003581,Newham 002B,
E01003582,Newham 002C,"410,000"
E01003583,Newham 002D,"420,000"
E01003584,Newham 003B,"731,300"
E01003585,Newham 004B,"485,000"
E01003586,Newham 003C,"485,000"
E01003587,Newham 004C,"317,250"
E01003588,Newham 011D,"401,250"
E01003589,Newham 011E,"465,000"
E01003590,Newham 003D,
E01003591,Newham 004D,"500,000"
E01003592,Newham 022B,"410,000"
E01003593,Newham 027D,"375,000"
E01003594,Newham 026A,"365,000"
E01003595,Newham 026B,"400,000"
E01003596,Newham 016B,"439,500"
E01003597,Newham 016C,"336,000"
E01003598,Newham 021A,
E01003599,Newham 022C,"467,500"
E01003600,Newham 021B,"286,000"
E01003601,Newham 028A,"420,000"
E01003602,Newham 026C,"435,000"
E01003603,Newham 028B,"377,000"
E01003604,Newham 031D,"365,000"
E01003605,Newham 028C,"424,000"
E01003606,Newham 022D,"375,000"
E01003607,Newham 026D,"365,000"
E01003608,Newham 028D,"383,000"
E01003609,Newham 037A,"380,000"
E01003611,Newham 037C,
E01003615,Newham 013C,"510,633"
E01003616,Newham 012A,"410,000"
E01003617,Newham 012B,"365,000"
E01003618,Newham 012C,"455,000"
E01003619,Newham 012D,"401,500"
E01003621,Newham 023C,"376,500"
E01003622,Newham 023D,
E01003623,Newham 023E,"375,000"
E01003624,Newham 024E,"381,000"
E01003625,Newham 015A,"402,500"
E01003626,Newham 015B,
E01003627,Newham 015C,"395,000"
E01003628,Newham 015D,"436,000"
E01003629,Newham 015E,"255,000"
E01003630,Newham 021C,"400,000"
E01003631,Newham 020A,"453,500"
E01003632,Newham 020B,"465,000"
E01003633,Newham 020C,
E01003634,Newham 020D,"410,000"
E01003635,Newham 016D,"475,000"
E01003636,Newham 020E,"325,000"
E01003637,Newham 021D,"535,000"
E01033574,Newham 034F,"481,250"
E01033575,Newham 034G,"398,000"
E01033576,Newham 034H,"450,000"
E01033577,Newham 037E,"550,000"
E01033578,Newham 013E,"493,500"
E01033579,Newham 013F,"341,000"
E01033580,Newham 037F,"363,000"
E01033581,Newham 037G,"333,500"
E01033582,Newham 037H,"325,000"
E01033583,Newham 013G,"635,000"
E01033584,Newham 034I,
E01033585,Newham 034J,"500,000"
E01033586,Newham 013H,
E01003638,Redbridge 017A,"450,000"
E01003639,Redbridge 013A,"370,000"
E01003640,Redbridge 013B,"470,000"
E01003641,Redbridge 013C,"521,000"
E01003642,Redbridge 013D,"520,000"
E01003643,Redbridge 017B,"463,625"
E01003644,Redbridge 017C,"547,500"
E01003645,Redbridge 017D,"465,500"
E01003646,Redbridge 012A,"511,000"
E01003647,Redbridge 015A,"530,000"
E01003648,Redbridge 012B,"625,000"
E01003649,Redbridge 012C,"630,000"
E01003650,Redbridge 015B,"540,000"
E01003651,Redbridge 012D,"575,000"
E01003652,Redbridge 015C,"595,000"
E01003653,Redbridge 015D,"472,500"
E01003654,Redbridge 004A,"410,000"
E01003655,Redbridge 004B,"585,000"
E01003656,Redbridge 005A,"450,000"
E01003657,Redbridge 005B,"472,500"
E01003658,Redbridge 004C,"453,000"
E01003659,Redbridge 005C,"449,999"
E01003660,Redbridge 004D,"555,000"
E01003661,Redbridge 019A,"467,500"
E01003662,Redbridge 019B,"334,000"
E01003663,Redbridge 019C,"465,000"
E01003664,Redbridge 019D,"465,000"
E01003665,Redbridge 019E,"431,000"
E01003666,Redbridge 019F,"260,500"
E01003668,Redbridge 007A,"430,000"
E01003669,Redbridge 007B,"587,500"
E01003670,Redbridge 007C,"750,000"
E01003671,Redbridge 007D,"705,000"
E01003672,Redbridge 007E,"360,500"
E01003673,Redbridge 007F,"610,000"
E01003674,Redbridge 007G,"359,000"
E01003675,Redbridge 036A,"550,000"
E01003676,Redbridge 036B,"600,000"
E01003677,Redbridge 036C,"622,500"
E01003678,Redbridge 036D,"567,500"
E01003679,Redbridge 036E,"657,000"
E01003680,Redbridge 036F,"550,000"
E01003681,Redbridge 036G,"330,000"
E01003682,Redbridge 036H,"565,000"
E01003683,Redbridge 030A,"431,500"
E01003684,Redbridge 030B,"455,000"
E01003685,Redbridge 030C,"425,500"
E01003686,Redbridge 030D,"520,000"
E01003688,Redbridge 030F,
E01003689,Redbridge 030G,"460,000"
E01003690,Redbridge 035A,"575,000"
E01003691,Redbridge 035B,
E01003692,Redbridge 035C,
E01003693,Redbridge 035D,"772,500"
E01003694,Redbridge 035E,"605,000"
E01003695,Redbridge 035F,"423,000"
E01003696,Redbridge 035G,"577,500"
E01003697,Redbridge 035H,"573,750"
E01003698,Redbridge 006A,"557,500"
E01003699,Redbridge 006B,"390,000"
E01003700,Redbridge 006C,"477,500"
E01003701,Redbridge 006D,"482,500"
E01003702,Redbridge 006E,"417,000"
E01003703,Redbridge 006F,"570,550"
E01003704,Redbridge 006G,"458,750"
E01003705,Redbridge 010A,"506,000"
E01003706,Redbridge 010B,"418,750"
E01003707,Redbridge 008A,"535,000"
E01003708,Redbridge 008B,"416,250"
E01003709,Redbridge 008C,"539,750"
E01003710,Redbridge 008D,"513,750"
E01003711,Redbridge 010C,"505,000"
E01003712,Redbridge 010D,"464,000"
E01003713,Redbridge 034A,"485,500"
E01003714,Redbridge 034B,"458,500"
E01003715,Redbridge 034C,"580,000"
E01003716,Redbridge 034D,"532,500"
E01003718,Redbridge 034E,"516,000"
E01003719,Redbridge 034F,"540,000"
E01003720,Redbridge 002A,"372,500"
E01003721,Redbridge 003A,"428,500"
E01003722,Redbridge 002B,"367,500"
E01003723,Redbridge 002C,"400,000"
E01003724,Redbridge 003B,"392,500"
E01003725,Redbridge 003C,"341,503"
E01003726,Redbridge 002D,"350,000"
E01003727,Redbridge 003D,"375,000"
E01003728,Redbridge 032A,"313,000"
E01003729,Redbridge 032B,
E01003730,Redbridge 032C,
E01003731,Redbridge 033A,"397,500"
E01003732,Redbridge 032D,"375,000"
E01003733,Redbridge 032E,"385,000"
E01003734,Redbridge 033B,"437,000"
E01003735,Redbridge 033C,"262,750"
E01003736,Redbridge 033D,"380,000"
E01003737,Redbridge 031A,"762,500"
E01003738,Redbridge 031B,"525,000"
E01003739,Redbridge 031C,"477,500"
E01003740,Redbridge 031D,"505,000"
E01003741,Redbridge 031E,"467,500"
E01003742,Redbridge 031F,"485,000"
E01003743,Redbridge 031G,"465,000"
E01003744,Redbridge 001A,"750,000"
E01003745,Redbridge 001B,"1,350,000"
E01003746,Redbridge 001C,"641,000"
E01003747,Redbridge 001D,"925,000"
E01003748,Redbridge 001E,"1,350,000"
E01003749,Redbridge 001F,"530,000"
E01003750,Redbridge 001G,"350,000"
E01003751,Redbridge 020A,"300,000"
E01003752,Redbridge 023A,"530,000"
E01003753,Redbridge 020B,"485,000"
E01003754,Redbridge 020C,"535,000"
E01003755,Redbridge 023B,"487,500"
E01003756,Redbridge 023C,"465,000"
E01003757,Redbridge 020D,"450,000"
E01003758,Redbridge 023D,"283,000"
E01003759,Redbridge 009A,"872,500"
E01003760,Redbridge 009B,"325,000"
E01003761,Redbridge 009C,"278,500"
E01003762,Redbridge 009D,"582,500"
E01003763,Redbridge 009E,"571,500"
E01003764,Redbridge 009F,"570,000"
E01003765,Redbridge 009G,"620,000"
E01003766,Redbridge 024A,"470,000"
E01003767,Redbridge 024B,"453,000"
E01003768,Redbridge 024C,"692,500"
E01003769,Redbridge 022A,
E01003770,Redbridge 022B,"420,000"
E01003771,Redbridge 022C,"459,000"
E01003772,Redbridge 024D,"475,000"
E01003773,Redbridge 022D,"485,000"
E01003774,Redbridge 014A,"540,000"
E01003775,Redbridge 014B,"585,000"
E01003776,Redbridge 014C,"401,000"
E01003777,Redbridge 014D,"585,000"
E01003778,Redbridge 014E,"326,250"
E01003779,Redbridge 014F,"535,000"
E01003780,Redbridge 014G,"1,100,000"
E01003781,Redbridge 026A,"329,250"
E01003782,Redbridge 026B,"411,000"
E01003783,Redbridge 029A,"296,000"
E01003784,Redbridge 029B,"455,000"
E01003785,Redbridge 029C,"397,500"
E01003786,Redbridge 026C,"497,500"
E01003787,Redbridge 026D,"552,400"
E01003788,Redbridge 029D,"333,125"
E01003789,Redbridge 018A,"665,000"
E01003790,Redbridge 027A,"547,500"
E01003791,Redbridge 027B,"930,000"
E01003792,Redbridge 027C,"922,500"
E01003793,Redbridge 027D,"440,750"
E01003794,Redbridge 018B,"775,000"
E01003795,Redbridge 018C,"941,500"
E01003796,Redbridge 018D,"714,500"
E01032581,Redbridge 034G,"335,000"
E01033589,Redbridge 030H,"267,500"
E01033590,Redbridge 019H,"265,000"
E01033591,Redbridge 030I,"350,000"
E01033592,Redbridge 019I,"348,500"
E01003797,Richmond upon Thames 001A,"2,475,000"
E01003798,Richmond upon Thames 001B,"2,050,000"
E01003799,Richmond upon Thames 001C,"2,050,000"
E01003800,Richmond upon Thames 001D,"1,400,000"
E01003801,Richmond upon Thames 001E,"1,237,500"
E01003802,Richmond upon Thames 001F,"1,282,500"
E01003803,Richmond upon Thames 001G,"760,000"
E01003804,Richmond upon Thames 005A,"932,500"
E01003805,Richmond upon Thames 012A,"1,724,250"
E01003806,Richmond upon Thames 012B,"2,185,000"
E01003807,Richmond upon Thames 005B,"634,975"
E01003808,Richmond upon Thames 005C,"907,500"
E01003809,Richmond upon Thames 005D,"1,700,000"
E01003810,Richmond upon Thames 019A,"857,500"
E01003811,Richmond upon Thames 018A,"800,000"
E01003812,Richmond upon Thames 018B,"734,975"
E01003813,Richmond upon Thames 019B,"1,160,000"
E01003814,Richmond upon Thames 019C,"490,000"
E01003815,Richmond upon Thames 019D,"608,000"
E01003816,Richmond upon Thames 012C,"1,285,790"
E01003817,Richmond upon Thames 012D,"652,500"
E01003818,Richmond upon Thames 017A,"553,000"
E01003819,Richmond upon Thames 017B,"480,038"
E01003820,Richmond upon Thames 017C,"810,000"
E01003821,Richmond upon Thames 008A,"880,000"
E01003822,Richmond upon Thames 023A,"1,255,000"
E01003823,Richmond upon Thames 023B,"760,000"
E01003824,Richmond upon Thames 023C,"899,950"
E01003825,Richmond upon Thames 023D,"640,000"
E01003826,Richmond upon Thames 023E,"440,000"
E01003827,Richmond upon Thames 023F,"605,000"
E01003828,Richmond upon Thames 020A,"725,000"
E01003829,Richmond upon Thames 020B,"500,000"
E01003830,Richmond upon Thames 020C,"775,000"
E01003831,Richmond upon Thames 020D,"450,000"
E01003832,Richmond upon Thames 020E,"375,000"
E01003833,Richmond upon Thames 020F,"375,975"
E01003834,Richmond upon Thames 022A,"470,500"
E01003835,Richmond upon Thames 022B,"875,000"
E01003836,Richmond upon Thames 022C,"1,270,000"
E01003837,Richmond upon Thames 022D,"600,000"
E01003838,Richmond upon Thames 022E,"670,000"
E01003839,Richmond upon Thames 022F,"590,000"
E01003840,Richmond upon Thames 013A,"482,500"
E01003841,Richmond upon Thames 013B,"300,000"
E01003842,Richmond upon Thames 013C,"531,250"
E01003843,Richmond upon Thames 013D,"568,000"
E01003844,Richmond upon Thames 013E,"820,000"
E01003845,Richmond upon Thames 013F,"640,000"
E01003846,Richmond upon Thames 002A,"1,335,000"
E01003847,Richmond upon Thames 002B,"532,500"
E01003848,Richmond upon Thames 004A,"685,000"
E01003849,Richmond upon Thames 002C,"995,000"
E01003851,Richmond upon Thames 002D,"1,500,000"
E01003852,Richmond upon Thames 003A,"610,000"
E01003853,Richmond upon Thames 003B,"1,725,000"
E01003854,Richmond upon Thames 003C,"1,430,000"
E01003855,Richmond upon Thames 003D,"850,000"
E01003856,Richmond upon Thames 003E,"652,500"
E01003857,Richmond upon Thames 003F,"947,600"
E01003858,Richmond upon Thames 003G,"1,205,000"
E01003859,Richmond upon Thames 005E,"1,100,000"
E01003860,Richmond upon Thames 002E,"843,000"
E01003861,Richmond upon Thames 004C,"737,500"
E01003862,Richmond upon Thames 004D,"455,000"
E01003863,Richmond upon Thames 004E,"1,126,000"
E01003864,Richmond upon Thames 002F,"1,100,000"
E01003865,Richmond upon Thames 004F,"812,711"
E01003866,Richmond upon Thames 007A,"940,000"
E01003867,Richmond upon Thames 011A,"847,500"
E01003868,Richmond upon Thames 007B,"554,500"
E01003869,Richmond upon Thames 011B,"590,000"
E01003870,Richmond upon Thames 011C,"824,250"
E01003871,Richmond upon Thames 007C,"1,034,998"
E01003872,Richmond upon Thames 007D,"578,000"
E01003873,Richmond upon Thames 006A,"745,000"
E01003874,Richmond upon Thames 006B,"840,000"
E01003875,Richmond upon Thames 006C,"1,185,000"
E01003876,Richmond upon Thames 008B,"975,000"
E01003877,Richmond upon Thames 008C,"1,240,000"
E01003878,Richmond upon Thames 006D,"1,525,000"
E01003879,Richmond upon Thames 008D,"745,000"
E01003880,Richmond upon Thames 016A,"1,120,000"
E01003881,Richmond upon Thames 016B,"1,037,500"
E01003882,Richmond upon Thames 014A,"910,000"
E01003883,Richmond upon Thames 014B,"628,500"
E01003884,Richmond upon Thames 016C,"750,000"
E01003885,Richmond upon Thames 016D,"607,500"
E01003886,Richmond upon Thames 021A,"841,000"
E01003887,Richmond upon Thames 021B,"800,000"
E01003888,Richmond upon Thames 021C,"795,000"
E01003889,Richmond upon Thames 021D,"820,000"
E01003890,Richmond upon Thames 018C,"835,000"
E01003891,Richmond upon Thames 018D,"667,500"
E01003892,Richmond upon Thames 009A,"1,020,000"
E01003893,Richmond upon Thames 009B,"635,000"
E01003894,Richmond upon Thames 009C,"588,500"
E01003895,Richmond upon Thames 009D,"802,500"
E01003896,Richmond upon Thames 014C,"496,475"
E01003897,Richmond upon Thames 014D,"460,000"
E01003898,Richmond upon Thames 015A,"550,000"
E01003899,Richmond upon Thames 015B,"585,000"
E01003900,Richmond upon Thames 015C,"674,000"
E01003901,Richmond upon Thames 015D,"700,000"
E01003902,Richmond upon Thames 015E,"595,000"
E01003903,Richmond upon Thames 015F,"642,500"
E01003904,Richmond upon Thames 015G,"616,000"
E01003905,Richmond upon Thames 010A,"465,000"
E01003906,Richmond upon Thames 010B,"505,500"
E01003907,Richmond upon Thames 010C,"570,000"
E01003908,Richmond upon Thames 010D,"580,000"
E01003909,Richmond upon Thames 010E,"670,000"
E01003910,Richmond upon Thames 011D,"602,500"
E01033570,Richmond upon Thames 004G,"640,000"
E01033571,Richmond upon Thames 004H,"1,250,000"
E01003911,Southwark 020A,"450,000"
E01003912,Southwark 019A,
E01003913,Southwark 024A,"621,000"
E01003914,Southwark 024B,"670,000"
E01003915,Southwark 024C,"500,000"
E01003916,Southwark 020B,"410,000"
E01003917,Southwark 020C,"390,000"
E01003918,Southwark 020D,"395,000"
E01003919,Southwark 021A,"350,000"
E01003920,Southwark 021B,"330,000"
E01003921,Southwark 021C,"353,500"
E01003922,Southwark 021D,"380,000"
E01003923,Southwark 017A,"600,000"
E01003924,Southwark 021E,"471,250"
E01003925,Southwark 020E,"480,000"
E01003926,Southwark 021F,
E01003927,Southwark 002A,"576,500"
E01003929,Southwark 002B,"775,000"
E01003930,Southwark 034A,"500,000"
E01003932,Southwark 034B,"517,500"
E01003933,Southwark 034C,"607,500"
E01003934,Southwark 002C,"887,500"
E01003935,Southwark 002D,"1,100,000"
E01003936,Southwark 009A,"670,000"
E01003937,Southwark 009B,"360,000"
E01003938,Southwark 006A,"482,500"
E01003939,Southwark 002E,"530,000"
E01003940,Southwark 006B,"415,000"
E01003941,Southwark 006C,"640,000"
E01003942,Southwark 006D,"380,000"
E01003943,Southwark 009C,"415,000"
E01003945,Southwark 033A,"540,000"
E01003946,Southwark 033B,"725,000"
E01003947,Southwark 033C,
E01003948,Southwark 033D,"395,000"
E01003949,Southwark 032A,"453,000"
E01003950,Southwark 032B,"550,000"
E01003951,Southwark 033E,"736,500"
E01003952,Southwark 030A,"857,500"
E01003953,Southwark 028A,"700,000"
E01003954,Southwark 030B,"707,500"
E01003955,Southwark 028B,"786,500"
E01003956,Southwark 030C,"600,000"
E01003957,Southwark 032C,"575,000"
E01003958,Southwark 032D,"780,000"
E01003960,Southwark 012A,"850,000"
E01003961,Southwark 012B,"375,000"
E01003963,Southwark 016A,"330,000"
E01003964,Southwark 015A,"505,000"
E01003966,Southwark 015B,"305,000"
E01003967,Southwark 016B,"425,000"
E01003968,Southwark 015C,
E01003969,Southwark 017B,"800,000"
E01003970,Southwark 016C,"570,000"
E01003971,Southwark 015D,
E01003972,Southwark 016D,"410,000"
E01003973,Southwark 016E,
E01003974,Southwark 015E,
E01003975,Southwark 004A,"385,000"
E01003976,Southwark 003A,"430,000"
E01003977,Southwark 010A,"357,500"
E01003978,Southwark 004B,"547,500"
E01003979,Southwark 006E,"766,500"
E01003980,Southwark 013A,"367,500"
E01003981,Southwark 006F,"505,000"
E01003983,Southwark 018A,"351,000"
E01003984,Southwark 023A,"439,000"
E01003986,Southwark 011A,"370,000"
E01003987,Southwark 011B,"362,500"
E01003988,Southwark 018B,
E01003989,Southwark 018C,"365,000"
E01003990,Southwark 018D,
E01003991,Southwark 017C,"432,750"
E01003992,Southwark 014A,"385,000"
E01003993,Southwark 017D,"365,000"
E01003994,Southwark 012E,"600,000"
E01003995,Southwark 014B,"437,000"
E01003997,Southwark 017E,"875,000"
E01003998,Southwark 014D,"677,500"
E01003999,Southwark 014E,"370,000"
E01004000,Southwark 026A,"615,000"
E01004001,Southwark 026B,"486,250"
E01004002,Southwark 029A,"790,000"
E01004003,Southwark 023B,"333,000"
E01004004,Southwark 023C,"485,000"
E01004005,Southwark 023D,"425,000"
E01004006,Southwark 023E,"765,000"
E01004007,Southwark 018E,"355,000"
E01004008,Southwark 022B,"360,000"
E01004010,Southwark 022D,"380,000"
E01004011,Southwark 019B,"402,500"
E01004012,Southwark 019C,"345,000"
E01004013,Southwark 019D,"401,000"
E01004014,Southwark 019E,"375,500"
E01004015,Southwark 028C,"665,442"
E01004016,Southwark 029B,"610,000"
E01004017,Southwark 029C,"850,000"
E01004018,Southwark 032E,"600,000"
E01004019,Southwark 026C,"580,000"
E01004020,Southwark 029D,"460,000"
E01004021,Southwark 028D,"495,000"
E01004022,Southwark 004C,"258,000"
E01004023,Southwark 004D,"473,750"
E01004024,Southwark 011C,"295,000"
E01004027,Southwark 003E,"538,000"
E01004028,Southwark 004E,"435,000"
E01004029,Southwark 001A,"487,500"
E01004030,Southwark 007A,"510,000"
E01004031,Southwark 007B,"420,000"
E01004032,Southwark 001B,"565,000"
E01004033,Southwark 007C,"430,250"
E01004034,Southwark 007D,"415,000"
E01004035,Southwark 011D,"291,250"
E01004036,Southwark 007E,"390,000"
E01004037,Southwark 010B,"308,000"
E01004038,Southwark 010C,"357,000"
E01004039,Southwark 013B,"402,500"
E01004040,Southwark 013C,
E01004041,Southwark 013D,
E01004042,Southwark 010D,"380,000"
E01004043,Southwark 010E,"565,000"
E01004044,Southwark 013E,"350,000"
E01004045,Southwark 027A,"365,000"
E01004046,Southwark 028E,"1,219,500"
E01004047,Southwark 027B,"412,500"
E01004048,Southwark 027C,"678,500"
E01004049,Southwark 027D,"370,000"
E01004050,Southwark 024D,"520,000"
E01004051,Southwark 027E,"459,000"
E01004052,Southwark 024E,"537,500"
E01004053,Southwark 001C,"551,500"
E01004054,Southwark 001D,"455,000"
E01004055,Southwark 001E,
E01004056,Southwark 008A,"424,250"
E01004057,Southwark 008B,"525,000"
E01004058,Southwark 008C,"407,500"
E01004059,Southwark 008D,"497,500"
E01004060,Southwark 008E,"400,000"
E01004061,Southwark 025A,"805,375"
E01004062,Southwark 025B,"560,000"
E01004063,Southwark 025C,"847,500"
E01004064,Southwark 026D,"500,000"
E01004065,Southwark 025D,"650,000"
E01004066,Southwark 025E,"676,825"
E01004067,Southwark 022E,"450,000"
E01004068,Southwark 026E,"465,000"
E01004069,Southwark 031A,"1,825,000"
E01004070,Southwark 031B,"1,049,780"
E01004071,Southwark 030D,"590,750"
E01004072,Southwark 030E,"1,315,000"
E01004073,Southwark 031C,"1,377,500"
E01004074,Southwark 031D,"1,250,000"
E01004075,Southwark 031E,"1,520,000"
E01032583,Southwark 034D,"805,000"
E01032584,Southwark 034E,"464,750"
E01032637,Southwark 003F,"535,000"
E01032638,Southwark 003G,"863,750"
E01032639,Southwark 014F,"410,000"
E01032640,Southwark 003H,"870,000"
E01032646,Southwark 003I,"802,050"
E01032719,Southwark 014G,"375,000"
E01032720,Southwark 009F,
E01032722,Southwark 012F,"539,000"
E01032803,Southwark 003J,"612,000"
E01032805,Southwark 022F,"541,750"
E01032834,Southwark 003K,"805,000"
E01004076,Sutton 011A,"371,500"
E01004077,Sutton 011B,"497,500"
E01004078,Sutton 011C,"315,000"
E01004079,Sutton 011D,"575,000"
E01004080,Sutton 011E,"555,000"
E01004081,Sutton 011F,"427,500"
E01004082,Sutton 011G,"487,500"
E01004083,Sutton 019A,"258,500"
E01004084,Sutton 024A,"805,000"
E01004085,Sutton 024B,"650,000"
E01004086,Sutton 019B,"378,500"
E01004087,Sutton 017A,"672,500"
E01004088,Sutton 019C,
E01004089,Sutton 019D,"327,500"
E01004090,Sutton 021A,"272,000"
E01004091,Sutton 022A,"910,000"
E01004092,Sutton 022B,"810,000"
E01004093,Sutton 025A,"605,000"
E01004094,Sutton 025B,"320,000"
E01004095,Sutton 025C,"463,000"
E01004096,Sutton 021B,"266,000"
E01004097,Sutton 015A,"630,000"
E01004098,Sutton 015B,"585,000"
E01004099,Sutton 015C,"415,000"
E01004100,Sutton 015D,"595,500"
E01004101,Sutton 013A,"546,000"
E01004102,Sutton 015E,"579,000"
E01004103,Sutton 013B,"384,500"
E01004104,Sutton 020A,"726,000"
E01004105,Sutton 022C,"662,500"
E01004106,Sutton 022D,"950,000"
E01004107,Sutton 020B,"484,250"
E01004108,Sutton 024C,"565,000"
E01004109,Sutton 024D,"500,000"
E01004110,Sutton 016A,"525,000"
E01004111,Sutton 016B,"500,535"
E01004112,Sutton 016C,"535,000"
E01004114,Sutton 025D,"1,265,000"
E01004115,Sutton 009A,"475,000"
E01004116,Sutton 008A,"435,000"
E01004117,Sutton 006A,"538,000"
E01004118,Sutton 009B,"454,250"
E01004119,Sutton 009C,"540,000"
E01004120,Sutton 016D,"635,000"
E01004121,Sutton 006B,"650,000"
E01004122,Sutton 008B,"602,750"
E01004123,Sutton 002A,"365,000"
E01004124,Sutton 002B,"391,500"
E01004125,Sutton 001A,"377,500"
E01004126,Sutton 002C,"376,000"
E01004127,Sutton 005A,"415,000"
E01004128,Sutton 002D,"400,000"
E01004129,Sutton 002E,"375,000"
E01004130,Sutton 003A,"535,000"
E01004131,Sutton 003B,"481,500"
E01004132,Sutton 009D,"504,000"
E01004133,Sutton 009E,"500,000"
E01004134,Sutton 003C,"485,000"
E01004135,Sutton 003D,"550,000"
E01004136,Sutton 003E,"478,750"
E01004137,Sutton 012A,"350,000"
E01004138,Sutton 013C,"391,000"
E01004139,Sutton 013D,"425,000"
E01004140,Sutton 012B,"235,000"
E01004141,Sutton 012C,"267,500"
E01004142,Sutton 012D,"327,500"
E01004143,Sutton 014A,"386,250"
E01004144,Sutton 007A,"565,000"
E01004145,Sutton 007B,"440,000"
E01004146,Sutton 007C,"430,000"
E01004147,Sutton 007D,"462,000"
E01004148,Sutton 014B,"367,400"
E01004149,Sutton 012E,"428,000"
E01004150,Sutton 021C,"262,000"
E01004151,Sutton 021D,"308,000"
E01004152,Sutton 018A,"340,000"
E01004153,Sutton 021E,"305,000"
E01004154,Sutton 022E,"735,000"
E01004155,Sutton 018B,"365,000"
E01004156,Sutton 018C,"314,000"
E01004157,Sutton 016E,"805,000"
E01004158,Sutton 018D,"420,000"
E01004159,Sutton 014C,"459,000"
E01004160,Sutton 014D,"392,500"
E01004161,Sutton 014E,"415,000"
E01004162,Sutton 018E,"295,500"
E01004163,Sutton 005B,"418,750"
E01004164,Sutton 004A,"385,000"
E01004165,Sutton 005C,"370,000"
E01004166,Sutton 004B,"364,450"
E01004167,Sutton 005D,"441,250"
E01004168,Sutton 013E,"525,000"
E01004169,Sutton 004C,"305,000"
E01004170,Sutton 017B,"293,750"
E01004171,Sutton 010A,"510,500"
E01004172,Sutton 010B,"269,000"
E01004173,Sutton 010C,"475,000"
E01004174,Sutton 017C,"375,000"
E01004175,Sutton 010D,"455,000"
E01004176,Sutton 010E,"415,000"
E01004177,Sutton 020C,"260,000"
E01004178,Sutton 017D,"275,000"
E01004179,Sutton 017E,"554,975"
E01004180,Sutton 020D,"845,000"
E01004181,Sutton 020E,"307,500"
E01004182,Sutton 019E,"447,000"
E01004183,Sutton 001B,"358,000"
E01004184,Sutton 001C,"363,500"
E01004185,Sutton 001D,"399,500"
E01004186,Sutton 004D,"251,500"
E01004187,Sutton 005E,"373,750"
E01004188,Sutton 004E,"338,500"
E01004189,Sutton 001E,"385,000"
E01004190,Sutton 008C,"660,000"
E01004191,Sutton 008D,"440,000"
E01004192,Sutton 006C,"460,500"
E01004193,Sutton 006D,"445,000"
E01004194,Sutton 008E,"421,250"
E01004195,Sutton 006E,"466,500"
E01004196,Sutton 008F,"490,000"
E01032623,Sutton 025E,"1,254,000"
E01004197,Tower Hamlets 002A,"600,000"
E01004198,Tower Hamlets 002B,"428,500"
E01004199,Tower Hamlets 002C,"420,500"
E01004200,Tower Hamlets 005A,"570,000"
E01004201,Tower Hamlets 002D,"415,000"
E01004202,Tower Hamlets 005B,"582,600"
E01004203,Tower Hamlets 005C,"475,000"
E01004204,Tower Hamlets 005D,"491,250"
E01004205,Tower Hamlets 013A,"417,500"
E01004206,Tower Hamlets 013B,
E01004207,Tower Hamlets 011A,"440,000"
E01004208,Tower Hamlets 013C,"402,500"
E01004209,Tower Hamlets 011B,"368,000"
E01004211,Tower Hamlets 013D,"470,000"
E01004212,Tower Hamlets 011D,"555,000"
E01004214,Tower Hamlets 030A,
E01004215,Tower Hamlets 028A,"537,000"
E01004216,Tower Hamlets 030B,"487,500"
E01004217,Tower Hamlets 030C,"453,000"
E01004218,Tower Hamlets 030D,"509,500"
E01004219,Tower Hamlets 028B,"388,000"
E01004221,Tower Hamlets 028D,"540,000"
E01004222,Tower Hamlets 001A,"396,000"
E01004223,Tower Hamlets 001B,"530,000"
E01004224,Tower Hamlets 001C,"477,500"
E01004225,Tower Hamlets 004A,"397,500"
E01004226,Tower Hamlets 001D,"397,500"
E01004228,Tower Hamlets 003A,"777,250"
E01004229,Tower Hamlets 004C,"475,000"
E01004230,Tower Hamlets 003B,"500,000"
E01004231,Tower Hamlets 004D,"386,000"
E01004232,Tower Hamlets 003C,"935,000"
